id;nombre_iniciativa;tipo_intent_negocio;tipo_intent_operativo;tipo_intent_capacidad_equipos;tipo_intent_tecnico_arquitectural;declaracion_intent;area_proponente;flujo_de_valor;metricas_de_exito;impacto_personas;datos_requeridos_ninguno;datos_requeridos_datos_publicos;datos_requeridos_datos_operativos;datos_requeridos_datos_personales;datos_requeridos_datos_confidenciales;datos_requeridos_otros;supuesto_riesgo;restricciones;sponsor;p1;p2;p3;p4;p5;alto_impacto;label;razonamiento;split
VAR-FG-T02;Modelo Predictivo de Mora;true;false;false;false;Modelo que estima diariamente la probabilidad de mora de cada cliente pospago en los proximos 30 dias y publica el score en el CRM para consulta del equipo de cobranzas, que decide a que clientes contactar y con que plan de pago ofrecer. El sistema no actua sobre el cliente.;Cobranzas;Proceso interno del area;"AUC-ROC >= 0;80; reduccion de mora en cohorte contactada >= 12%; cobertura de la cartera scoreada >= 100%";Clientes (~90.000 pospago) cuyo score se calcula a diario. El equipo de cobranzas (30 gestores) decide autonomamente la accion. El sistema no contacta ni actua sobre el cliente. Criticidad media.;false;false;false;true;false;false;"El score es un insumo para el gestor, que decide cada contacto; framework MLOps interno certificado y vigente.";"El sistema no actua sobre el cliente; solo publica scores; cumplimiento BCRA y Ley 25.326; sin variables que generen sesgo; presupuesto maximo USD 80.000";Martin Rios - Director de Cobranzas;si;si;No;si;No;No;Amarillo;;val
VAR-FG-T03;Analizador de Clausulas Contractuales;false;true;false;false;Sistema que revisa los contratos de clientes corporativos e identifica clausulas de riesgo (penalidades, renovacion automatica, exclusividad), generando un informe de hallazgos para el equipo legal. El abogado responsable valida el informe y decide si negociar, escalar o aceptar.;Legal Corporativo;Proceso interno del area;"Tiempo de revision contractual reducido >= 60%; cobertura de clausulas de riesgo detectadas >= 90%; falsos negativos < 5%";El analisis condiciona las posiciones legales sobre los contratos de ~180 clientes corporativos por mes. Empleados (15 abogados) consumen el informe. El abogado decide cada accion. Criticidad alta.;false;false;false;false;true;false;"El informe es un insumo; el abogado valida cada hallazgo antes de actuar; los documentos estan digitalizados; sin proveedores externos.";"El sistema no propone posiciones de negociacion; solo identifica clausulas; confidencialidad contractual y secreto profesional; el abogado valida; presupuesto maximo USD 70.000";Ignacio Vera - Director Legal;si;si;No;si;No;No;Amarillo;;val
VAR-FG-T04;Reportes Automaticos de Exposicion;false;true;false;false;Sistema que genera y envia automaticamente, al cierre de cada dia habil, los reportes de exposicion de riesgo a la gerencia de Riesgo, sin revision previa. El equipo de riesgo revisa el reporte consolidado a la manana siguiente.;Riesgo Financiero;Proceso interno del area;"Disponibilidad del reporte antes de las 7:00 AM; precision de las metricas de exposicion >= 99%; cobertura de la cartera >= 100%";"Empleados (10 gerentes y analistas de Riesgo) como destinatarios. Los reportes informan decisiones de gestion del riesgo; no deciden sobre personas. Criticidad media.";false;false;false;false;true;false;"Los datos de cierre estan consolidados antes del proceso nocturno; el envio es automatico y la revision del equipo es a la manana siguiente.";"Reportes de uso exclusivo de la gerencia de Riesgo; no se distribuyen fuera del perimetro; cumplimiento BCRA; sin proveedores externos; presupuesto maximo USD 20.000";Fernando Aguirre - Director de Riesgo;si;No;No;No;si;No;Amarillo;;val
VAR-FG-T05;Ruteo Automatico de Emails de Clientes;false;true;false;false;Herramienta que clasifica automaticamente los emails entrantes de clientes por tipo y urgencia y los rutea a las colas de atencion correspondientes sin revision previa. Un supervisor audita una muestra del ruteo al final de cada dia.;Atencion al Cliente;Proceso interno del area;"Precision de clasificacion >= 88%; reduccion del tiempo de primera asignacion >= 50%; tasa de re-ruteo manual < 8%";Clientes cuyos emails se clasifican y rutean automaticamente. El ruteo determina el orden y la cola de atencion, no una decision sobre la persona. Criticidad baja.;false;false;false;true;false;false;"El ruteo es automatico sin revision previa; el supervisor audita una muestra a posteriori; framework interno homologado.";"Cumplimiento Ley 25.326; los emails se conservan segun la politica de retencion; sin proveedores externos; presupuesto maximo USD 22.000";Carla Mendez - Gerente de Atencion;si;No;No;No;si;No;Amarillo;;val
VAR-FG-T06;Ajuste Automatico de Cupo de Compra;true;false;false;false;"Sistema que analiza mensualmente el comportamiento de pago de cada cliente pospago y ajusta automaticamente su cupo de compra dentro de las bandas definidas por la politica de credito vigente, sin discrecionalidad fuera de esos limites ni intervencion por caso. Genera un log mensual revisable por el equipo de credito a las 48 horas; el cliente puede solicitar revision.";Credito y Cobranzas;Proceso interno del area;"Reduccion de mora >= 15%; ajustes dentro de banda >= 99;5%; tiempo del ciclo mensual < 4 horas";Clientes (~80.000 pospago) que reciben ajustes automaticos de cupo sin intervencion humana por caso. El ajuste afecta directamente su capacidad de consumo. Criticidad alta.;false;false;false;true;false;false;"Los parametros de politica estan vigentes; el log mensual se revisa a las 48 horas; el cliente puede pedir revision humana de cualquier ajuste.";"Los ajustes no superan los limites de la politica aprobada; cumplimiento BCRA y Ley 25.326; el cliente puede solicitar revision; presupuesto maximo USD 100.000";Fernando Aguirre - Director de Credito;si;si;No;si;si;No;Rojo;;val
VAR-FG-T07;Resolucion Automatica de Reclamos;true;false;false;false;Agente que recibe reclamos de clientes via API, los clasifica con un LLM de un proveedor externo aun no homologado y aplica automaticamente compensaciones acotadas al catalogo aprobado por policy (credito de factura, ajuste de plan menor), cerrando el caso. Escala a un agente humano solo cuando el reclamo no encaja en ninguna categoria del catalogo. Las resoluciones son reversibles.;Operaciones de Atencion;Proceso interno del area;"Tasa de resolucion automatizada >= 65%; tiempo de cierre de reclamos simples < 2 horas; satisfaccion post-resolucion >= 3;9/5";Clientes (~7.000 con reclamos por mes) cuyos casos se resuelven de forma autonoma dentro del catalogo aprobado. Las resoluciones afectan la relacion comercial. Criticidad alta.;false;false;false;true;false;false;"El LLM externo clasifica el tipo de reclamo; las resoluciones estan dentro del catalogo aprobado y son reversibles; el proveedor externo aun no esta homologado.";"El agente no aplica compensaciones fuera del catalogo; escalada obligatoria cuando no encaja; cumplimiento Defensa del Consumidor; el LLM externo debe homologarse; presupuesto maximo USD 130.000";Tomas Elizondo - Gerente de Operaciones de Reclamos;si;si;si;si;si;No;Rojo;;val
VAR-FG-T08;Ejecucion Autonoma de Cambios de Plan;true;false;false;false;Modulo del canal digital que ejecuta de forma autonoma los cambios de plan solicitados por el cliente: verifica la disponibilidad del upgrade en el catalogo vigente, ejecuta el cambio en el sistema de facturacion y lo confirma, sin intervencion de un agente humano. El cambio es reversible por el cliente dentro de las 24 horas.;Canales Digitales;Proceso interno del area;"Cambios completados sin intervencion humana >= 80%; tiempo de procesamiento < 3 minutos; satisfaccion post-cambio >= 4/5";Clientes (~25.000 por mes) cuyos cambios de plan se ejecutan de forma autonoma dentro del catalogo. Es una modificacion contractual. Criticidad alta.;false;false;false;true;false;false;"El modulo opera solo sobre upgrades del catalogo vigente; el cambio es reversible por el cliente dentro de 24 horas; las condiciones no estandar se escalan.";"Solo upgrades del catalogo aprobado; las condiciones no estandar requieren agente humano; cumplimiento Defensa del Consumidor y ENACOM; reversible 24hs; presupuesto maximo USD 65.000";Gabriela Moreno - Directora de Canales Digitales;si;si;No;si;si;No;Rojo;;val
VAR-FG-T09;Alta Automatica de Clientes;false;true;false;false;Agente que verifica el cumplimiento de los criterios de alta estandar y ejecuta automaticamente el registro del cliente en el CRM y en facturacion, sin intervencion del operador por caso, confirmando el alta al cliente por email. Los casos con documentacion incompleta o fuera de los criterios estandar se derivan a revision manual.;Operaciones Comerciales;Proceso interno del area;"Tiempo de alta < 3 minutos; tasa de alta correcta >= 99;5%; satisfaccion post-alta >= 4/5";Clientes (~5.000 nuevos por mes) cuya alta se ejecuta de forma autonoma, estableciendo la relacion contractual. Criticidad alta.;false;false;false;true;false;false;"Los criterios de alta estan definidos y vigentes; los casos fuera de criterio van a revision manual; el alta es una accion favorable solicitada por el cliente.";"Los casos fuera de los criterios estandar requieren revision manual; cumplimiento Ley 25.326; presupuesto maximo USD 40.000";Gerente de Area (persona accountable);si;si;No;si;si;No;Rojo;;val
VAR-FG-T10;Pricing Dinamico por Segmento;true;false;false;false;Agente que ajusta automaticamente precios y descuentos de los planes de unos 300.000 clientes activos, segmentados, en funcion de parametros de mercado y comportamiento de consumo en tiempo real. Los ajustes se aplican dentro de bandas predefinidas por el area comercial sin requerir aprobacion individual.;Gestion Comercial;Proceso interno del area;"Incremento de ARPU del segmento >= 5%; reduccion de churn >= 10%; ajustes dentro de bandas >= 99;9%";Clientes (~300.000 activos en 8 segmentos) cuyos precios y descuentos se ajustan de forma autonoma. Afecta las condiciones comerciales de cada cliente del segmento. Criticidad muy alta.;false;false;false;true;false;false;"Las bandas tarifarias estan dentro de los limites regulatorios vigentes; el area comercial revisa las bandas antes de cada ciclo; los ajustes se aplican sin aprobacion individual.";"Los ajustes no superan las bandas aprobadas; cumplimiento ENACOM y Defensa del Consumidor; los cambios de bandas requieren aprobacion de Gestion Comercial; presupuesto maximo USD 250.000";Sebastian Castro - Director Comercial;si;si;No;si;si;si;Negro;;val
VAR-FG-T11;Recalculo Automatico de Tarifas;true;false;false;false;Sistema que recalcula y aplica automaticamente la tarifa de mas del 10% de la base de clientes segun su patron de consumo mensual, dentro de las bandas aprobadas por el area comercial, sin revision por caso.;Gestion Comercial;Proceso interno del area;"Cobertura de la base recalculada >= 10%; ajustes dentro de bandas >= 99;9%; reclamos por cambio de tarifa < 1%";Clientes (mas del 10% de la base activa) cuyas tarifas se recalculan y aplican de forma autonoma. Afecta directamente lo que paga cada cliente alcanzado. Criticidad muy alta.;false;false;false;true;false;false;"Las bandas estan dentro de los limites regulatorios; el area revisa las bandas antes de cada ciclo; el recalculo se aplica sin revision por caso.";"Los recalculos no superan las bandas aprobadas; cumplimiento ENACOM y Defensa del Consumidor; presupuesto maximo USD 180.000";Sebastian Castro - Director Comercial;si;si;No;si;si;si;Negro;;val
VAR-FG-T12;Bloqueo Automatico Antifraude;false;true;false;false;Sistema que analiza cada transaccion en tiempo real y bloquea automaticamente las que superan el umbral de riesgo definido, sin revision por caso. El equipo de fraude recibe alertas y puede revertir el bloqueo dentro de las 2 horas siguientes.;Prevencion de Fraude;Proceso interno del area;"Deteccion de fraude real >= 95%; falsos positivos < 2%; tiempo de decision < 500ms por transaccion";Clientes (~120.000 transacciones por dia) cuyas operaciones pueden bloquearse en el momento. El bloqueo impide completar la transaccion. Criticidad muy alta.;false;false;false;true;false;false;"El bloqueo es a nivel de transaccion individual; el equipo de fraude puede revertirlo dentro de 2 horas; el modelo de scoring esta en evaluacion.";"El bloqueo es solo de la transaccion, no de la cuenta; reversible por el equipo en 2 horas; cumplimiento BCRA; presupuesto maximo USD 200.000";Diego Carrasco - Gerente de Prevencion de Fraude;si;si;No;si;si;si;Negro;;val
VAR-FG-T13;Suspension Automatica de Acceso;false;true;false;false;Agente que suspende automaticamente el acceso de un cliente a la plataforma de autogestion ante senales de riesgo de seguridad (patrones de acceso anomalos, indicios de cuenta comprometida), sin revision previa por caso. El area de soporte puede restituir el acceso a pedido del cliente.;Seguridad de la Informacion;Proceso interno del area;"Deteccion de accesos comprometidos >= 90%; falsos positivos < 3%; tiempo de restitucion < 4 horas";Clientes cuyo acceso a la plataforma se suspende de forma autonoma ante senales de riesgo. Quedan sin acceso hasta la restitucion. Criticidad alta.;false;false;false;true;false;false;"La suspension es automatica ante senales de riesgo; soporte restituye a pedido; las senales pueden tener falsos positivos.";"La suspension se aplica sin revision previa; soporte restituye a pedido del cliente; cumplimiento Ley 25.326 y Defensa del Consumidor; presupuesto maximo USD 50.000";Gerente de Area (persona accountable);si;si;No;si;si;si;Negro;;val
VAR-FG-T14;Motor de Scoring Crediticio Asistido;true;false;false;false;Sistema que procesa los datos financieros y de comportamiento del cliente, llama a una API externa de scoring aun no homologada y devuelve al analista de credito una recomendacion de aprobacion o rechazo de plan pospago. El analista valida la recomendacion y registra la decision final en cada caso.;Credito y Cobranzas;Proceso interno del area;"Tasa de mora en aprobados <= 3%; tiempo de evaluacion < 3 minutos; tasa de aprobacion dentro de banda +/- 5%";Clientes (~5.000 solicitantes por mes). El score condiciona en la practica el acceso al plan. 30 analistas registran la decision formal. Criticidad muy alta.;false;false;false;true;false;false;"La API externa sera homologada antes de produccion; el analista valida y registra la decision en cada caso.";"El sistema no toma la decision; el analista registra la aprobacion o rechazo; cumplimiento BCRA, Ley 25.326 y Ley 25.065; sin variables discriminatorias; presupuesto maximo USD 150.000";Fernando Aguirre - Director de Credito;si;si;si;si;No;No;Rojo;;val
