split,case_id,ficha,p1,p2,p3,p4,p5,alto_impacto,acotado,reversible,escala_masiva,naturaleza_restrictiva,decision_financiera,irreversible_sin_intervencion,exposicion_regulatoria,profiling,clasificacion,razonamiento
val,VAR-FG-N16,"Nombre de la iniciativa: VAR-FG-N16
Tipo de intent: Negocio
Declaracion del intent: Agente que perfila automaticamente a mas del 10% de la base de clientes por su comportamiento y aplica ofertas vinculantes con un LLM externo por homologar, sin revision por caso.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Mas del 10% de la base perfilada con ofertas vinculantes aplicadas. Criticidad muy alta.
Supuesto de riesgo inicial: LLM externo por homologar; profiling a escala (criterios a y e) con accion autonoma vinculante.
Restricciones explicitas: Cumplimiento Ley 25.326 y Defensa del Consumidor.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,si,si,No,No,si,No,No,No,No,si,Negro,Negro: perfila a mas del 10% de la base (criterios a y e) y aplica ofertas vinculantes con LLM externo por homologar sin revision (P5=Si); conteo=5.
val,VAR-FG-N17,"Nombre de la iniciativa: VAR-FG-N17
Tipo de intent: Negocio
Declaracion del intent: Sistema que aprueba y desembolsa automaticamente adelantos de efectivo a clientes segun un score, sin revision por caso; el desembolso no esta acotado a un tope predefinido.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con desembolsos financieros autonomos sin tope. Criticidad muy alta.
Supuesto de riesgo inicial: Decision financiera no acotada (criterio b) ejecutada sin revision por caso.
Restricciones explicitas: Cumplimiento BCRA y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,si,No,No,No,No,si,No,No,No,Negro,Negro: desembolsa adelantos financieros no acotados (criterio b) sin revision por caso (P5=Si) y alto impacto; conteo=4.
val,VAR-FG-N18,"Nombre de la iniciativa: VAR-FG-N18
Tipo de intent: Negocio
Declaracion del intent: Agente que ejecuta automaticamente reportes regulatorios de operaciones sospechosas a la autoridad usando un proveedor externo por homologar, sin revision por caso; un reporte erroneo expone a sancion directa.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes reportados a la autoridad de forma autonoma. Criticidad maxima.
Supuesto de riesgo inicial: Proveedor externo por homologar; exposicion a sancion regulatoria directa (criterio d) sin revision por caso.
Restricciones explicitas: Cumplimiento UIF y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,si,si,No,No,No,No,No,No,si,No,Negro,Negro: ejecuta reportes regulatorios con exposicion a sancion directa (criterio d) y proveedor externo por homologar sin revision (P5=Si); conteo=5.
val,VAR-FG-R19,"Nombre de la iniciativa: VAR-FG-R19
Tipo de intent: Negocio
Declaracion del intent: Sistema de scoring que condiciona el acceso al credito de clientes perfilando su riesgo con una API externa por homologar; un analista revisa y aprueba cada decision antes de notificar al cliente.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes solicitantes; el score condiciona el acceso al credito. Criticidad muy alta.
Supuesto de riesgo inicial: API externa por homologar; decision financiera con profiling, pero el analista valida cada caso (P5=No).
Restricciones explicitas: Cumplimiento BCRA y Ley 25.326; el analista decide cada solicitud.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,No,si,No,No,No,No,si,No,No,si,Rojo,"Rojo: condiciona el acceso al credito perfilando al cliente (alto_impacto=Si por naturaleza financiera y profiling) con API externa por homologar, pero el analista valida cada caso (P5=No), por lo que no es Negro; conteo=4."
val,VAR-FG-R21,"Nombre de la iniciativa: VAR-FG-R21
Tipo de intent: Operativo
Declaracion del intent: Analizador que condiciona acciones legales sobre clientes con un modelo externo por homologar y riesgo legal si falla; el abogado valida cada hallazgo antes de actuar.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: El analisis condiciona acciones legales sobre clientes. Criticidad alta.
Supuesto de riesgo inicial: Modelo externo por homologar; el abogado valida cada hallazgo (P5=No).
Restricciones explicitas: Confidencialidad contractual; el abogado decide cada caso.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: confidenciales",si,si,si,si,No,No,No,No,No,No,No,No,No,No,Rojo,"Rojo: datos confidenciales, condiciona acciones legales, modelo externo por homologar y riesgo legal (4 en Si), pero el abogado valida cada caso (P5=No) y la accion no es de alto impacto autonomo; conteo=4."
val,VAR-FG-R22,"Nombre de la iniciativa: VAR-FG-R22
Tipo de intent: Negocio
Declaracion del intent: Asistente de diagnostico que influye en la decision clinica con un modelo externo por homologar y riesgo legal; el medico revisa y decide cada paciente.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Pacientes; el sistema influye en el diagnostico. Criticidad muy alta.
Supuesto de riesgo inicial: Modelo externo por homologar; el medico decide cada caso (P5=No).
Restricciones explicitas: Datos de salud; cumplimiento regulatorio; el medico decide.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,si,No,No,No,No,No,No,No,No,No,No,Rojo,"Rojo: influye en el diagnostico clinico con modelo externo por homologar y riesgo legal (4 en Si), pero el medico decide cada caso (P5=No); conteo=4."
val,VAR-FG-A24,"Nombre de la iniciativa: VAR-FG-A24
Tipo de intent: Negocio
Declaracion del intent: Recomendador que condiciona ofertas financieras a clientes perfilando su comportamiento, con framework interno certificado y riesgo legal si falla; el representante aprueba cada oferta antes de presentarla.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes; perfilamiento que condiciona la oferta (alto_impacto), pero el representante decide. Criticidad media.
Supuesto de riesgo inicial: Framework interno certificado; profiling, pero el representante aprueba cada oferta (P5=No).
Restricciones explicitas: Cumplimiento Ley 25.326 y Defensa del Consumidor; el representante decide.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,No,si,No,No,No,No,No,No,No,si,Amarillo,"Amarillo: perfila al cliente condicionando ofertas financieras (alto_impacto=Si), pero con framework interno certificado (P3=No) y el representante aprueba cada oferta (P5=No); conteo=3."
val,VAR-FG-A18,"Nombre de la iniciativa: VAR-FG-A18
Tipo de intent: Negocio
Declaracion del intent: Sistema que perfila a mas de 100.000 clientes por su comportamiento de consumo para definir a quienes se ofrecen beneficios, con framework interno certificado; el equipo de marketing decide cada campania y sin riesgo legal directo.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Mas de 100.000 clientes perfilados (alto_impacto por escala), pero el equipo decide cada accion. Criticidad media.
Supuesto de riesgo inicial: Framework interno certificado; profiling a escala, pero el equipo decide (P5=No).
Restricciones explicitas: Cumplimiento Ley 25.326; el equipo decide cada campania.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,No,No,si,No,No,si,No,No,No,No,si,Amarillo,"Amarillo: perfila a mas de 100.000 clientes (alto_impacto=Si por escala) con framework interno certificado, pero el equipo decide cada accion (P5=No) y sin proveedor externo ni riesgo legal; conteo=2."
val,VAR-FG-A19,"Nombre de la iniciativa: VAR-FG-A19
Tipo de intent: Negocio
Declaracion del intent: Sistema que perfila a mas del 10% de la base con un LLM externo por homologar para priorizar acciones comerciales; el responsable decide cada accion y sin riesgo legal directo.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Mas del 10% de la base perfilada (alto_impacto por escala), pero el responsable decide. Criticidad media.
Supuesto de riesgo inicial: LLM externo por homologar; profiling a escala, pero el responsable decide (P5=No).
Restricciones explicitas: Cumplimiento Ley 25.326; el responsable decide cada accion.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,No,No,si,No,No,si,No,No,No,No,si,Amarillo,"Amarillo: perfila a mas del 10% de la base (alto_impacto=Si) con LLM externo por homologar, pero el responsable decide cada accion (P5=No) y sin riesgo legal directo; conteo=3."
val,VAR-FG-V16,"Nombre de la iniciativa: VAR-FG-V16
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Asistente que muestra al empleado un resumen informativo de su propio historial de desempeño a partir de sus datos; no decide nada ni se comparte con terceros.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Empleado como unico usuario de su propio resumen; no decide sobre personas. Criticidad baja.
Supuesto de riesgo inicial: Uso informativo de datos personales del propio empleado; sin automatizacion.
Restricciones explicitas: Sin decisiones automaticas; el empleado consume su propio dato.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,No,No,No,No,No,No,No,No,No,No,No,No,Verde,"Verde: usa datos personales del propio empleado (P1) de forma informativa, sin decidir ni automatizar; conteo=1."
val,VAR-FG-V17,"Nombre de la iniciativa: VAR-FG-V17
Tipo de intent: Capacidad de Equipo
Declaracion del intent: Asistente que traduce documentacion tecnica interna usando un LLM externo por homologar; sin datos personales, el autor revisa antes de usar.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Empleados como usuarios; sin datos personales ni decision sobre personas. Criticidad baja.
Supuesto de riesgo inicial: LLM externo por homologar, pero sin datos sensibles ni decisiones; el autor revisa.
Restricciones explicitas: Sin datos personales; revision humana previa.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: ninguno sensible",No,No,si,No,No,No,No,No,No,No,No,No,No,No,Verde,"Verde: usa un LLM externo por homologar (P3) pero sin datos personales ni decisiones, con revision humana; conteo=1."
val,VAR-FG-V18,"Nombre de la iniciativa: VAR-FG-V18
Tipo de intent: Operativo
Declaracion del intent: Tablero que muestra al gerente datos de contacto de clientes de forma informativa; no influye en decisiones ni automatiza ninguna accion.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Gerente como consumidor de un tablero informativo; no decide sobre personas. Criticidad baja.
Supuesto de riesgo inicial: Uso informativo de datos personales; sin automatizacion ni decision.
Restricciones explicitas: Solo lectura; sin acciones automaticas.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,No,No,No,No,No,No,No,No,No,No,No,No,Verde,"Verde: muestra datos personales de forma informativa (P1), sin influir en decisiones ni automatizar; conteo=1."
val,VAR-FG-A20,"Nombre de la iniciativa: VAR-FG-A20
Tipo de intent: Operativo
Declaracion del intent: Asistente que resume historiales de clientes a partir de sus datos usando un LLM externo por homologar; es informativo, el representante decide y sin riesgo legal.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Representantes como usuarios de un resumen informativo. Criticidad media.
Supuesto de riesgo inicial: LLM externo por homologar sobre datos personales; informativo, el representante decide.
Restricciones explicitas: Cumplimiento Ley 25.326; el representante decide.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,si,No,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: datos personales (P1) y LLM externo por homologar (P3), informativo y el representante decide; conteo=2."
val,VAR-FG-A21,"Nombre de la iniciativa: VAR-FG-A21
Tipo de intent: Negocio
Declaracion del intent: Recomendador que sugiere al representante una accion para el cliente segun sus datos; el representante decide, con plataforma interna homologada y sin riesgo legal directo.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes via representante; influye en la oferta pero el representante decide. Criticidad media.
Supuesto de riesgo inicial: Plataforma interna homologada; el representante decide cada accion.
Restricciones explicitas: Cumplimiento Ley 25.326; el representante decide.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,No,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: datos personales (P1) e influye en la oferta (P2), pero el representante decide y plataforma interna homologada; conteo=2."
val,VAR-FG-A22,"Nombre de la iniciativa: VAR-FG-A22
Tipo de intent: Negocio
Declaracion del intent: Generador de comunicaciones a clientes a partir de sus datos que condicionan su decision, con riesgo reputacional si fallan; el responsable aprueba antes de enviar, con plataforma interna homologada.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes que reciben comunicaciones que condicionan su decision. Criticidad media.
Supuesto de riesgo inicial: Plataforma interna homologada; el responsable aprueba antes de enviar.
Restricciones explicitas: Cumplimiento Defensa del Consumidor; revision previa del responsable.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: datos personales (P1), influye en la decision del cliente (P2) y riesgo reputacional (P4), mitigado por revision previa y plataforma interna; conteo=3."
val,VAR-FG-A23,"Nombre de la iniciativa: VAR-FG-A23
Tipo de intent: Negocio
Declaracion del intent: Asistente que analiza datos de clientes e influye en la oferta que se les presenta, con un LLM externo por homologar; el representante decide y sin riesgo legal directo.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes via representante; influye en la oferta. Criticidad media.
Supuesto de riesgo inicial: LLM externo por homologar; el representante decide cada oferta.
Restricciones explicitas: Cumplimiento Ley 25.326; el representante decide.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,si,No,No,No,No,No,No,No,No,No,No,No,Amarillo,"Amarillo: datos personales (P1), influye en la oferta (P2) y LLM externo por homologar (P3), el representante decide y sin riesgo legal; conteo=3."
val,VAR-FG-N19,"Nombre de la iniciativa: VAR-FG-N19
Tipo de intent: Operativo
Declaracion del intent: Agente que restringe automaticamente el acceso de empleados a sistemas criticos ante señales de riesgo, sin revision por caso; la restriccion limita derechos de acceso hasta una intervencion posterior.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Empleados con acceso restringido sin revision por caso; restriccion de derechos (criterio b). Criticidad alta.
Supuesto de riesgo inicial: Restriccion de acceso autonoma (criterio b) sin revision por caso; supervision solo ex-post.
Restricciones explicitas: Cumplimiento normativa laboral y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,No,si,si,No,No,No,si,No,No,No,No,Negro,"Negro: restringe el acceso de empleados (restriccion de derechos, criterio b) de forma autonoma sin revision por caso (P5=Si); el override Negro domina aunque el conteo sea 3."
val,VAR-FG-N20,"Nombre de la iniciativa: VAR-FG-N20
Tipo de intent: Operativo
Declaracion del intent: Sistema que ejecuta automaticamente el bloqueo de los pagos de un cliente ante un score de fraude, sin revision por caso; el bloqueo corta el acceso a sus fondos.
Area proponente: Operaciones
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de tiempo >= 40% (linea base 10h/mes; meta 6h/mes)
Impacto en personas: Clientes con pagos bloqueados sin revision por caso; corte de acceso a fondos (criterio b). Criticidad muy alta.
Supuesto de riesgo inicial: Bloqueo autonomo (denegacion de acceso, criterio b) sin revision por caso.
Restricciones explicitas: Cumplimiento BCRA y Ley 25.326.
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,No,No,No,si,si,No,No,No,si,No,No,No,No,Negro,"Negro: bloquea los fondos del cliente (denegacion de acceso, criterio b) de forma autonoma sin revision por caso (P5=Si); el override Negro aplica aunque el conteo sea 2."
val,VAR-FG-T01,"Nombre de la iniciativa: Evaluador de Calidad de Atencion
Tipo de intent: Operativo
Declaracion del intent: Sistema que analiza las transcripciones de las llamadas de cada agente de call center y calcula un score mensual de calidad de atencion (claridad, resolucion, tono), publicandolo en un ranking que el supervisor consulta para planificar el coaching y el feedback de su equipo.
Area proponente: Gestion de Contact Center
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Cobertura de llamadas evaluadas >= 95%; correlacion del score con la auditoria manual >= 0;85; tiempo de armado del ranking < 2 horas
Impacto en personas: Empleados (140 agentes) cuyas llamadas se puntuan mensualmente. El ranking informa las decisiones de coaching y feedback del supervisor sobre cada agente. El supervisor decide cada accion. Criticidad media.
Supuesto de riesgo inicial: El score se calcula sobre transcripciones completas y el supervisor lo usa como insumo; framework interno homologado; el agente puede pedir revision de su score.
Restricciones explicitas: El sistema no toma decisiones sobre el agente; solo publica el score; cumplimiento Ley 25.326; el supervisor valida; presupuesto maximo USD 35.000
Sponsor: Lucia Fernandez - Gerente de Contact Center
Datos requeridos: personales",si,si,No,No,No,No,No,No,No,No,No,No,No,No,Amarillo,
val,VAR-FG-T02,"Nombre de la iniciativa: Modelo Predictivo de Mora
Tipo de intent: Negocio
Declaracion del intent: Modelo que estima diariamente la probabilidad de mora de cada cliente pospago en los proximos 30 dias y publica el score en el CRM para consulta del equipo de cobranzas, que decide a que clientes contactar y con que plan de pago ofrecer. El sistema no actua sobre el cliente.
Area proponente: Cobranzas
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: AUC-ROC >= 0;80; reduccion de mora en cohorte contactada >= 12%; cobertura de la cartera scoreada >= 100%
Impacto en personas: Clientes (~90.000 pospago) cuyo score se calcula a diario. El equipo de cobranzas (30 gestores) decide autonomamente la accion. El sistema no contacta ni actua sobre el cliente. Criticidad media.
Supuesto de riesgo inicial: El score es un insumo para el gestor, que decide cada contacto; framework MLOps interno certificado y vigente.
Restricciones explicitas: El sistema no actua sobre el cliente; solo publica scores; cumplimiento BCRA y Ley 25.326; sin variables que generen sesgo; presupuesto maximo USD 80.000
Sponsor: Martin Rios - Director de Cobranzas
Datos requeridos: personales",si,si,No,si,No,No,No,No,No,No,No,No,No,No,Amarillo,
val,VAR-FG-T03,"Nombre de la iniciativa: Analizador de Clausulas Contractuales
Tipo de intent: Operativo
Declaracion del intent: Sistema que revisa los contratos de clientes corporativos e identifica clausulas de riesgo (penalidades, renovacion automatica, exclusividad), generando un informe de hallazgos para el equipo legal. El abogado responsable valida el informe y decide si negociar, escalar o aceptar.
Area proponente: Legal Corporativo
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Tiempo de revision contractual reducido >= 60%; cobertura de clausulas de riesgo detectadas >= 90%; falsos negativos < 5%
Impacto en personas: El analisis condiciona las posiciones legales sobre los contratos de ~180 clientes corporativos por mes. Empleados (15 abogados) consumen el informe. El abogado decide cada accion. Criticidad alta.
Supuesto de riesgo inicial: El informe es un insumo; el abogado valida cada hallazgo antes de actuar; los documentos estan digitalizados; sin proveedores externos.
Restricciones explicitas: El sistema no propone posiciones de negociacion; solo identifica clausulas; confidencialidad contractual y secreto profesional; el abogado valida; presupuesto maximo USD 70.000
Sponsor: Ignacio Vera - Director Legal
Datos requeridos: confidenciales",si,si,No,si,No,No,No,No,No,No,No,No,No,No,Amarillo,
val,VAR-FG-T04,"Nombre de la iniciativa: Reportes Automaticos de Exposicion
Tipo de intent: Operativo
Declaracion del intent: Sistema que genera y envia automaticamente, al cierre de cada dia habil, los reportes de exposicion de riesgo a la gerencia de Riesgo, sin revision previa. El equipo de riesgo revisa el reporte consolidado a la manana siguiente.
Area proponente: Riesgo Financiero
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Disponibilidad del reporte antes de las 7:00 AM; precision de las metricas de exposicion >= 99%; cobertura de la cartera >= 100%
Impacto en personas: Empleados (10 gerentes y analistas de Riesgo) como destinatarios. Los reportes informan decisiones de gestion del riesgo; no deciden sobre personas. Criticidad media.
Supuesto de riesgo inicial: Los datos de cierre estan consolidados antes del proceso nocturno; el envio es automatico y la revision del equipo es a la manana siguiente.
Restricciones explicitas: Reportes de uso exclusivo de la gerencia de Riesgo; no se distribuyen fuera del perimetro; cumplimiento BCRA; sin proveedores externos; presupuesto maximo USD 20.000
Sponsor: Fernando Aguirre - Director de Riesgo
Datos requeridos: confidenciales",si,No,No,No,si,No,No,No,No,No,No,No,No,No,Amarillo,
val,VAR-FG-T05,"Nombre de la iniciativa: Ruteo Automatico de Emails de Clientes
Tipo de intent: Operativo
Declaracion del intent: Herramienta que clasifica automaticamente los emails entrantes de clientes por tipo y urgencia y los rutea a las colas de atencion correspondientes sin revision previa. Un supervisor audita una muestra del ruteo al final de cada dia.
Area proponente: Atencion al Cliente
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Precision de clasificacion >= 88%; reduccion del tiempo de primera asignacion >= 50%; tasa de re-ruteo manual < 8%
Impacto en personas: Clientes cuyos emails se clasifican y rutean automaticamente. El ruteo determina el orden y la cola de atencion, no una decision sobre la persona. Criticidad baja.
Supuesto de riesgo inicial: El ruteo es automatico sin revision previa; el supervisor audita una muestra a posteriori; framework interno homologado.
Restricciones explicitas: Cumplimiento Ley 25.326; los emails se conservan segun la politica de retencion; sin proveedores externos; presupuesto maximo USD 22.000
Sponsor: Carla Mendez - Gerente de Atencion
Datos requeridos: personales",si,No,No,No,si,No,No,No,No,No,No,No,No,No,Amarillo,
val,VAR-FG-T06,"Nombre de la iniciativa: Ajuste Automatico de Cupo de Compra
Tipo de intent: Negocio
Declaracion del intent: Sistema que analiza mensualmente el comportamiento de pago de cada cliente pospago y ajusta automaticamente su cupo de compra dentro de las bandas definidas por la politica de credito vigente, sin discrecionalidad fuera de esos limites ni intervencion por caso. Genera un log mensual revisable por el equipo de credito a las 48 horas; el cliente puede solicitar revision.
Area proponente: Credito y Cobranzas
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Reduccion de mora >= 15%; ajustes dentro de banda >= 99;5%; tiempo del ciclo mensual < 4 horas
Impacto en personas: Clientes (~80.000 pospago) que reciben ajustes automaticos de cupo sin intervencion humana por caso. El ajuste afecta directamente su capacidad de consumo. Criticidad alta.
Supuesto de riesgo inicial: Los parametros de politica estan vigentes; el log mensual se revisa a las 48 horas; el cliente puede pedir revision humana de cualquier ajuste.
Restricciones explicitas: Los ajustes no superan los limites de la politica aprobada; cumplimiento BCRA y Ley 25.326; el cliente puede solicitar revision; presupuesto maximo USD 100.000
Sponsor: Fernando Aguirre - Director de Credito
Datos requeridos: personales",si,si,No,si,si,No,si,si,No,No,No,No,No,No,Rojo,
val,VAR-FG-T07,"Nombre de la iniciativa: Resolucion Automatica de Reclamos
Tipo de intent: Negocio
Declaracion del intent: Agente que recibe reclamos de clientes via API, los clasifica con un LLM de un proveedor externo aun no homologado y aplica automaticamente compensaciones acotadas al catalogo aprobado por policy (credito de factura, ajuste de plan menor), cerrando el caso. Escala a un agente humano solo cuando el reclamo no encaja en ninguna categoria del catalogo. Las resoluciones son reversibles.
Area proponente: Operaciones de Atencion
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Tasa de resolucion automatizada >= 65%; tiempo de cierre de reclamos simples < 2 horas; satisfaccion post-resolucion >= 3;9/5
Impacto en personas: Clientes (~7.000 con reclamos por mes) cuyos casos se resuelven de forma autonoma dentro del catalogo aprobado. Las resoluciones afectan la relacion comercial. Criticidad alta.
Supuesto de riesgo inicial: El LLM externo clasifica el tipo de reclamo; las resoluciones estan dentro del catalogo aprobado y son reversibles; el proveedor externo aun no esta homologado.
Restricciones explicitas: El agente no aplica compensaciones fuera del catalogo; escalada obligatoria cuando no encaja; cumplimiento Defensa del Consumidor; el LLM externo debe homologarse; presupuesto maximo USD 130.000
Sponsor: Tomas Elizondo - Gerente de Operaciones de Reclamos
Datos requeridos: personales",si,si,si,si,si,No,si,si,No,No,No,No,No,No,Rojo,
val,VAR-FG-T08,"Nombre de la iniciativa: Ejecucion Autonoma de Cambios de Plan
Tipo de intent: Negocio
Declaracion del intent: Modulo del canal digital que ejecuta de forma autonoma los cambios de plan solicitados por el cliente: verifica la disponibilidad del upgrade en el catalogo vigente, ejecuta el cambio en el sistema de facturacion y lo confirma, sin intervencion de un agente humano. El cambio es reversible por el cliente dentro de las 24 horas.
Area proponente: Canales Digitales
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Cambios completados sin intervencion humana >= 80%; tiempo de procesamiento < 3 minutos; satisfaccion post-cambio >= 4/5
Impacto en personas: Clientes (~25.000 por mes) cuyos cambios de plan se ejecutan de forma autonoma dentro del catalogo. Es una modificacion contractual. Criticidad alta.
Supuesto de riesgo inicial: El modulo opera solo sobre upgrades del catalogo vigente; el cambio es reversible por el cliente dentro de 24 horas; las condiciones no estandar se escalan.
Restricciones explicitas: Solo upgrades del catalogo aprobado; las condiciones no estandar requieren agente humano; cumplimiento Defensa del Consumidor y ENACOM; reversible 24hs; presupuesto maximo USD 65.000
Sponsor: Gabriela Moreno - Directora de Canales Digitales
Datos requeridos: personales",si,si,No,si,si,No,si,si,No,No,No,No,No,No,Rojo,
val,VAR-FG-T09,"Nombre de la iniciativa: Alta Automatica de Clientes
Tipo de intent: Operativo
Declaracion del intent: Agente que verifica el cumplimiento de los criterios de alta estandar y ejecuta automaticamente el registro del cliente en el CRM y en facturacion, sin intervencion del operador por caso, confirmando el alta al cliente por email. Los casos con documentacion incompleta o fuera de los criterios estandar se derivan a revision manual.
Area proponente: Operaciones Comerciales
Flujo de valor o area afectada: Proceso interno del area
Metricas de exito: Tiempo de alta < 3 minutos; tasa de alta correcta >= 99;5%; satisfaccion post-alta >= 4/5
Impacto en personas: Clientes (~5.000 nuevos por mes) cuya alta se ejecuta de forma autonoma, estableciendo la relacion contractual. Criticidad alta.
Supuesto de riesgo inicial: Los criterios de alta estan definidos y vigentes; los casos fuera de criterio van a revision manual; el alta es una accion favorable solicitada por el cliente.
Restricciones explicitas: Los casos fuera de los criterios estandar requieren revision manual; cumplimiento Ley 25.326; presupuesto maximo USD 40.000
Sponsor: Gerente de Area (persona accountable)
Datos requeridos: personales",si,si,No,si,si,No,si,si,No,No,No,No,No,No,Rojo,
